,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
263,Ouija,Universal,Horror,17.744508864231996,6224725,64,2014,1312.0,318.47,484.0
264,The Boxtrolls,Focus Features,Adventure,17.739831058291713,6195675,65,2014,746.66,319.89,486.0
265,Jack Ryan: Shadow Recruit,Paramount Pictures,Action,17.739015631428085,6190625,66,2014,982.91,324.47,487.0
266,If I Stay,Warner Bros.,Drama,17.73698561170762,6178071,67,2014,1371.69,170.77,488.0
267,The Book of Life,20th Century Fox,Adventure,17.713888004786963,6037008,68,2014,1026.33,154.57,495.0
268,About Last Night,Sony Pictures,Romantic Comedy,17.699909179356972,5953204,69,2014,790.44,223.91,502.0
269,Into the Storm,Warner Bros.,Thriller/Suspense,17.6783894105764,5826461,70,2014,816.08,92.76,509.0
270,The Judge,Warner Bros.,Drama,17.666999939935508,5760478,71,2014,1780.2,342.06,515.0
271,Jersey Boys,Warner Bros.,Musical,17.666657936326803,5758508,72,2014,1749.39,169.06,516.0
272,Blended,Warner Bros.,Romantic Comedy,17.650452520656387,5665941,73,2014,1642.37,176.26,526.0
273,The Giver,Weinstein Co.,Drama,17.624179344884933,5519017,74,2014,1422.66,341.98,541.0
274,Need for Speed,Walt Disney,Action,17.58984513080924,5332742,75,2014,1073.08,114.84,560.0
275,St. Vincent,Weinstein Co.,Comedy,17.587771279017204,5321694,76,2014,762.84,384.18,563.0
276,John Wick,Lionsgate,Action,17.57497248947198,5254017,77,2014,797.44,175.89,567.0
277,A Million Ways to Die in Th...,Universal,Western,17.570200341312397,5229004,78,2014,1191.7,151.6,570.0
278,Dolphin Tale 2,Warner Bros.,Drama,17.553764124764136,5143761,79,2014,1713.17,344.13,577.0
279,The Expendables 3,Lionsgate,Action,17.487308551048564,4813040,80,2014,1119.57,166.17,599.0
280,Earth to Echo,Relativity,Adventure,17.47740008893953,4765586,81,2014,1312.47,242.55,604.0
281,Sex Tape,Sony Pictures,Comedy,17.467297331057555,4717683,82,2014,1614.11,174.91,608.0
282,August: Osage County,Weinstein Co.,Black Comedy,17.433353786507368,4560235,83,2014,664.56,359.8,617.0
283,Million Dollar Arm,Walt Disney,Drama,17.41139602033816,4461194,84,2014,710.37,388.83,625.0
284,This is Where I Leave You,Warner Bros.,Comedy,17.350548617750594,4197835,85,2014,884.73,107.39,651.0
285,Nightcrawler,Open Road,Thriller/Suspense,17.280720885173345,3914710,86,2014,1117.33,386.79,688.0
286,Chef,Open Road,Comedy,17.263082617427564,3846267,87,2014,1752.35,332.13,696.0
287,3 Days to Kill,Relativity,Thriller/Suspense,17.239708031280077,3757405,88,2014,835.1,125.18,704.0
288,Deliver Us from Evil,Sony Pictures,Horror,17.235762640236338,3742609,89,2014,922.06,214.54,708.0
289,Get on Up,Universal,Drama,17.235527567597174,3741730,90,2014,1833.08,228.22,709.0
290,The Imitation Game,Weinstein Co.,Drama,17.232321740667327,3729753,91,2014,814.98,342.95,711.0
291,When the Game Stands Tall,Sony Pictures,Drama,17.22096430178485,3687633,92,2014,1605.57,304.49,719.0
292,The Hobbit: The Desolation ...,Warner Bros.,Adventure,17.193344221164995,3587174,93,2014,577.61,251.88,734.0
293,Draft Day,Lionsgate,Drama,17.177351433253666,3530261,94,2014,611.44,208.67,740.0
294,Oculus,Relativity,Horror,17.136771331879654,3389870,95,2014,810.42,165.25,757.0
295,The Gambler,Paramount Pictures,Drama,17.133553333905706,3378979,96,2014,1540.77,334.52,759.0
296,The Best of Me,Relativity,Drama,17.101662116882423,3272920,97,2014,1815.12,228.14,774.0
297,That Awkward Moment,FilmDistrict,Romantic Comedy,17.076255700718097,3190814,98,2014,1462.73,310.05,784.0
298,A Walk Among the Tombstones,Universal,Action,17.074287057067508,3184539,99,2014,701.94,149.5,785.0
299,Her,Warner Bros.,Drama,17.05686194445865,3129528,100,2014,637.53,249.79,793.0
300,The November Man,Relativity,Thriller/Suspense,17.035110880320776,3062193,101,2014,752.9,156.27,801.0
301,The Theory of Everything,Focus Features,Drama,17.025238669795435,3032111,102,2014,1184.36,315.86,805.0
302,Saving Mr. Banks,Walt Disney,Drama,17.00769249001606,2979373,103,2014,788.3,386.95,811.0
303,Boyhood,IFC Films,Drama,17.005977360940097,2974267,104,2014,903.67,126.41,812.0
304,Birdman or (The Unexpected ...,Fox Searchlight,Black Comedy,17.00487703336812,2970996,105,2014,1587.82,329.7,814.0
305,Top Five,Paramount Pictures,Comedy,16.982685637026815,2905792,106,2014,1215.58,244.87,822.0
306,Endless Love,Universal,Drama,16.969879861182914,2868818,107,2014,1360.55,182.92,824.0
307,Pompeii,Sony Pictures,Action,16.95832716053547,2835866,108,2014,1127.21,213.29,827.0
308,Transcendence,Warner Bros.,Thriller/Suspense,16.9519742603113,2817908,109,2014,1170.46,362.56,830.0
309,As Above So Below,Universal,Horror,16.870563780392878,2597590,110,2014,1029.15,364.65,865.0
310,Brick Mansions,Relativity,Action,16.83089000555574,2496551,111,2014,1465.47,287.38,884.0
311,Ghostbusters,Sony Pictures,Comedy,16.804419757197113,2431334,112,2014,1686.71,190.23,891.0
312,Wild,Fox Searchlight,Drama,16.79829167619167,2416480,113,2014,864.4,325.12,894.0
313,I  Frankenstein,Lionsgate,Action,16.763904338164707,2334796,114,2014,1529.42,323.27,906.0
314,The Legend of Hercules,Lionsgate,Adventure,16.75194590916869,2307042,115,2014,1042.21,115.2,911.0
315,Anchorman 2: The Legend Con...,Paramount Pictures,Comedy,16.74077932560699,2281424,116,2014,1238.27,374.63,916.0
316,Gravity,Warner Bros.,Thriller/Suspense,16.73171454983832,2260836,117,2014,1833.13,149.83,920.0
317,12 Years a Slave,Fox Searchlight,Drama,16.71692704214386,2227650,118,2014,1091.76,365.5,924.0
318,Philomena,Weinstein Co.,Drama,16.712729266349342,2218319,119,2014,862.41,192.45,928.0
319,Bears,Walt Disney,Documentary,16.693595699126615,2176278,120,2014,1153.6,115.84,939.0
320,The Hunger Games: Catching ...,Lionsgate,Adventure,16.679330014008322,2145452,121,2014,932.01,101.86,950.0
321,Addicted,Lionsgate,Drama,16.671450163671086,2128613,122,2014,991.02,192.42,958.0
322,A Haunted House 2,Open Road,Comedy,16.667920059407138,2121112,123,2014,1172.03,270.14,960.0
323,A Most Wanted Man,Roadside Attractions,Thriller/Suspense,16.66261839550542,2109896,124,2014,1069.43,188.61,964.0
324,Begin Again,Weinstein Co.,Drama,16.5987073155143,1979269,125,2014,1832.11,349.27,980.0
325,Tyler Perry's The Single Mo...,Lionsgate,Comedy,16.587842434722077,1957881,126,2014,1802.73,311.94,984.0
326,Devil's Due,20th Century Fox,Horror,16.576877867493504,1936531,127,2014,1306.09,227.09,988.0
327,And So It Goes,Clarius Entertain...,Comedy,16.534223773194316,1855667,128,2014,815.49,235.93,1006.0
328,Step Up All In,Lionsgate,Drama,16.517165955826982,1824282,129,2014,1541.45,303.48,1012.0
329,Beyond the Lights,Relativity,Drama,16.494111968773403,1782706,130,2014,1658.42,175.79,1023.0
330,America: Imagine a World Wi...,Lionsgate,Documentary,16.485824415691084,1767992,131,2014,912.83,293.84,1026.0
331,Paranormal Activity: The Ma...,Paramount Pictures,Horror,16.463015038303947,1728122,132,2014,1612.78,318.63,1035.0
332,Left Behind,Freestyle Releasing,Thriller/Suspense,16.455990018728635,1716024,133,2014,1283.12,276.39,1036.0
333,Sin City: A Dame to Kill For,Weinstein Co.,Action,16.437116784709893,1683941,134,2014,1481.75,199.67,1043.0
334,Labor Day,Paramount Pictures,Drama,16.408638228262298,1636661,135,2014,1600.52,166.61,1054.0
335,The Secret Life of Walter M...,20th Century Fox,Adventure,16.362286858120477,1562531,136,2014,947.67,165.42,1066.0
336,Winter's Tale,Warner Bros.,Drama,16.349225705086987,1542255,137,2014,1287.22,207.67,1073.0
337,Dallas Buyers Club,Focus Features,Drama,16.21317325826521,1346076,138,2014,1046.53,241.28,1113.0
338,Belle,Fox Searchlight,Drama,16.18823999258234,1312929,139,2014,1434.33,254.21,1122.0
339,The Drop,Fox Searchlight,Drama,16.18803105145855,1312654,140,2014,1803.2,330.59,1123.0
340,Nebraska,Paramount Pictures,Drama,16.181222175698004,1303747,141,2014,948.97,220.22,1125.0
341,Magic in the Moonlight,Sony Pictures Cla...,Romantic Comedy,16.17016709251082,1289413,142,2014,1603.43,330.89,1131.0
342,Sabotage,Open Road,Action,16.16769672434722,1286232,143,2014,737.38,387.27,1132.0
343,Moms' Night Out,Sony Pictures,Adventure,16.160168734540182,1276585,144,2014,984.89,370.28,1137.0
344,Big Eyes,Weinstein Co.,Drama,16.11046914293616,1214690,145,2014,617.86,240.21,1153.0
345,P.K.,UTV Communications,Comedy,16.107653622241568,1211275,146,2014,1786.79,148.7,1155.0
346,Island of Lemurs: Madagascar,Warner Bros.,Documentary,15.99705777404843,1084455,147,2014,961.25,397.72,1197.0
347,The Quiet Ones,Lionsgate,Horror,15.956736871755277,1041599,148,2014,717.09,190.88,1204.0
348,Legends of Oz: Dorothy's Re...,Clarius Entertain...,Adventure,15.951137116275563,1035782,149,2014,1494.76,208.82,1205.0
349,Foxcatcher,Sony Pictures Cla...,Drama,15.887775030992007,972189,150,2014,1255.77,344.1,1225.0
350,Vampire Academy,Weinstein Co.,Comedy,15.868605429229008,953730,151,2014,1633.01,198.84,1232.0
351,Bad Words,Focus Features,Black Comedy,15.867017280527852,952217,152,2014,1131.28,379.47,1233.0
352,Cantinflas,Lionsgate,Drama,15.669136857540332,781263,153,2014,1544.18,318.58,1305.0
353,Jerusalem,National Geograph...,Documentary,15.656712676859492,771617,154,2014,1193.87,170.31,1310.0
354,Meet the Mormons,Purdie Distribution,Documentary,15.612018402460295,737889,155,2014,814.76,358.42,1324.0
355,Whiplash,Sony Pictures Cla...,Drama,15.59073693912284,722352,156,2014,1232.46,139.59,1330.0
356,Hubble 3D,Warner Bros.,Documentary,15.565556315766258,704389,157,2014,1711.82,196.37,1345.0
357,47 Ronin,Universal,Action,15.55154499733126,694589,158,2014,1780.08,203.28,1350.0
358,Cesar Chavez,Lionsgate,Drama,15.533174337014465,681945,159,2014,720.1,99.36,1359.0
359,Inside Llewyn Davis,CBS Films,Drama,15.518480889103254,671998,160,2014,786.9,187.41,1361.0
360,The Skeleton Twins,Lionsgate/Roadsid...,Drama,15.480252421339992,646794,161,2014,1248.6,215.65,1377.0
361,Journey to the South Pacific,MacGillivray Free...,Documentary,15.471604740386585,641225,162,2014,1126.3,252.15,1380.0
362,The Wind Rises,Walt Disney,Drama,15.464530464435704,636704,163,2014,1918.53,262.26,1386.0
363,Grudge Match,Warner Bros.,Comedy,15.419288482846166,608541,164,2014,1600.0,181.82,1399.0
364,Walking with Dinosaurs,20th Century Fox,Adventure,15.369844979052349,579184,165,2014,1925.24,244.51,1414.0
365,Snowpiercer,RADiUS-TWC,Thriller/Suspense,15.333497215357237,558510,166,2014,963.78,199.86,1427.0
366,The Railway Man,Weinstein Co.,Drama,15.305813070709835,543260,167,2014,1814.99,321.02,1434.0
367,Dear White People,Lionsgate/Roadsid...,Comedy,15.291787751922843,535694,168,2014,1010.8,364.92,1439.0
368,The Lunchbox,Sony Pictures Cla...,Drama,15.258067098092297,517931,169,2014,1481.19,170.03,1454.0
369,My Old Lady,Cohen Media Group,Comedy,15.202206838303812,489792,170,2014,1184.81,130.25,1477.0
370,Fading Gigolo,Alchemy,Comedy,15.136688364250634,458731,171,2014,1373.24,251.53,1497.0
371,Ida,Music Box Films,Drama,15.125089087881623,453440,172,2014,897.85,260.48,1501.0
372,Calvary,Fox Searchlight,Black Comedy,15.096446070091616,440637,173,2014,1483.15,337.4,1515.0
373,Wish I Was Here,Focus Features,Comedy,15.094024533456832,439571,174,2014,1405.48,316.88,1517.0
374,The Interview,Sony Pictures,Comedy,15.083240390641825,434856,175,2014,963.51,332.09,1519.0
375,What If,CBS Films,Romantic Comedy,15.066271523788968,427539,176,2014,1360.12,244.95,1528.0
376,The Grand Seduction,Entertainment One,Comedy,15.042018722855476,417295,177,2014,666.08,305.13,1540.0
377,Veronica Mars,Warner Bros.,Drama,15.016115798406569,406625,178,2014,968.86,85.62,1549.0
378,Before I Go to Sleep,Clarius Entertain...,Thriller/Suspense,14.991841933712406,396873,179,2014,1087.78,383.24,1555.0
379,Rosewater,Open Road,Drama,14.956205166608752,382979,180,2014,991.67,353.89,1576.0
380,Obvious Child,A24,Romantic Comedy,14.954181670011613,382205,181,2014,1245.79,333.21,1578.0
381,Thor: The Dark World,Walt Disney,Action,14.884672065223047,356540,182,2014,843.65,240.12,1601.0
382,The Trip to Italy,IFC Films,Comedy,14.871131138874706,351745,183,2014,1007.7,319.92,1605.0
383,The Admiral: Roaring Currents,CJ Entertainment,Action,14.85613667853368,346510,184,2014,1468.0,271.78,1611.0
384,The Identical,Freestyle Releasing,Drama,14.854962194356085,346103,185,2014,1209.08,329.95,1612.0
385,The Fluffy Movie,Open Road,Concert/Perfor...,14.85486564363921,346070,186,2014,1220.19,225.17,1613.0
386,Kirk Cameron's Saving Chris...,Samuel Goldwyn Films,Multiple Genres,14.83734870802889,340060,187,2014,679.43,285.98,1616.0
387,The Good Lie,Warner Bros.,Drama,14.815034839817294,332556,188,2014,1203.13,208.44,1621.0
388,The Pyramid,20th Century Fox,Horror,14.807181452414639,329955,189,2014,1153.06,302.83,1623.0
389,The Raid 2,Sony Pictures Cla...,Action,14.780897311990444,321395,190,2014,1211.59,307.41,1632.0
390,Under the Skin,A24,Thriller/Suspense,14.776488189979649,319981,191,2014,1090.29,179.64,1634.0
391,Bang Bang,FIP,Action,14.763740944919606,315928,192,2014,1223.39,328.99,1639.0
392,Kick,UTV Communications,Action,14.720819206912095,302655,193,2014,1517.52,292.41,1654.0
393,Kill the Messenger,Focus Features,Thriller/Suspense,14.71194382903892,299981,194,2014,1111.97,235.09,1659.0
394,The Book Thief,20th Century Fox,Drama,14.689587493878406,293349,195,2014,979.28,292.27,1671.0
395,2014 Oscar Shorts,ShortsHD,Multiple Genres,14.673277709288184,288603,196,2014,1442.53,167.32,1674.0
396,Tyler Perry's A Madea Chris...,Lionsgate,Comedy,14.655385364099901,283485,197,2014,959.28,250.93,1680.0
397,Captain Phillips,Sony Pictures,Drama,14.649151152439265,281723,198,2014,1701.65,212.38,1681.0
398,The Homesman,Roadside Attractions,Western,14.636521789563483,278188,199,2014,977.76,259.92,1687.0
399,CitizenFour,RADiUS-TWC,Documentary,14.63229427563179,277014,200,2014,632.57,285.91,1689.0
400,Star Wars Ep. VII: The Forc...,Walt Disney,Adventure,20.425141354483703,88043765,1,2015,858.49,381.95,2.0
401,Jurassic World,Universal,Action,20.295970102792015,77374926,2,2015,1619.73,189.19,6.0
402,Avengers: Age of Ultron,Walt Disney,Action,19.944573552256827,54449094,3,2015,844.99,90.14,13.0
403,Inside Out,Walt Disney,Adventure,19.691737389526015,42284900,4,2015,1057.33,105.28,36.0
404,Furious 7,Universal,Action,19.681998501385387,41875091,5,2015,922.48,123.13,38.0
405,American Sniper,Warner Bros.,Drama,19.667417258368157,41268930,6,2015,1235.17,209.65,39.0
406,Minions,Universal,Adventure,19.632757928888438,39863081,7,2015,1678.19,311.66,42.0
407,The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,19.429315059633062,32524957,8,2015,1542.88,222.75,54.0
408,The Martian,20th Century Fox,Thriller/Suspense,19.233144685632485,26731359,9,2015,1180.76,253.72,74.0
409,Cinderella,Walt Disney,Drama,19.119568182661087,23861370,10,2015,673.66,343.92,92.0
410,Spectre,Sony Pictures,Action,19.09923488720691,23381090,11,2015,1552.36,181.35,95.0
411,Mission: Impossible—Rogue N...,Paramount Pictures,Action,19.088727410866614,23136699,12,2015,1084.92,105.05,96.0
412,Pitch Perfect 2,Universal,Comedy,19.032054966652208,21861949,13,2015,1193.31,248.99,107.0
413,Ant-Man,Walt Disney,Action,19.009589906396105,21376294,14,2015,1818.82,154.31,111.0
414,Home,20th Century Fox,Adventure,18.993903591664584,21043595,15,2015,964.43,149.47,113.0
415,Hotel Transylvania 2,Sony Pictures,Adventure,18.942274292962995,19984700,16,2015,830.05,236.95,125.0
416,Fifty Shades of Grey,Universal,Drama,18.928505248862823,19711415,17,2015,585.51,264.85,132.0
417,The SpongeBob Movie: Sponge...,Paramount Pictures,Adventure,18.909224144603815,19334997,18,2015,802.15,381.43,134.0
418,Straight Outta Compton,Universal,Drama,18.89814264724761,19121920,19,2015,638.51,168.53,136.0
419,San Andreas,Warner Bros.,Adventure,18.860166091803617,18409351,20,2015,988.09,276.18,147.0
420,Mad Max: Fury Road,Warner Bros.,Action,18.847348596773926,18174895,21,2015,1081.04,345.57,148.0
421,The Divergent Serires: Insu...,Lionsgate,Action,18.684421537491925,15442357,22,2015,991.93,403.62,176.0
422,Kingsman: The Secret Service,20th Century Fox,Action,18.669583453041717,15214914,23,2015,1661.39,249.23,180.0
423,The Peanuts Movie,20th Century Fox,Adventure,18.669379630239096,15211813,24,2015,849.26,130.62,181.0
424,The Good Dinosaur,Walt Disney,Adventure,18.558413951575233,13614108,25,2015,1357.67,317.8,206.0
425,Spy!,20th Century Fox,Comedy,18.523469363117954,13146585,26,2015,1087.74,210.24,215.0
426,Trainwreck,Universal,Romantic Comedy,18.51792269305197,13073867,27,2015,1801.27,150.92,217.0
427,Creed,Warner Bros.,Drama,18.41451341501575,11789462,28,2015,672.02,265.35,254.0
428,Daddy's Home,Paramount Pictures,Comedy,18.35763296177778,11137587,29,2015,1481.3,323.14,265.0
429,Tomorrowland,Walt Disney,Adventure,18.352790714111947,11083786,30,2015,1482.31,184.84,267.0
430,Get Hard,Warner Bros.,Comedy,18.319881509815467,10724964,31,2015,1401.45,191.3,280.0
431,Terminator: Genisys,Paramount Pictures,Action,18.31266065030583,10647800,32,2015,1803.81,277.95,285.0
432,Taken 3,20th Century Fox,Action,18.307023953624796,10587951,33,2015,1573.17,332.76,287.0
433,Maze Runner: The Scorch Trials,20th Century Fox,Action,18.217715999170053,9683357,34,2015,1173.9,377.04,312.0
434,Ted 2,Universal,Comedy,18.215823781622888,9665052,35,2015,444.25,251.86,313.0
435,Goosebumps,Sony Pictures,Horror,18.186638871083762,9387054,36,2015,1216.85,144.26,317.0
436,Pixels,Sony Pictures,Adventure,18.181991811894346,9343533,37,2015,1904.94,274.68,319.0
437,Paddington,Weinstein Co.,Adventure,18.149181395367762,9041942,38,2015,1753.82,154.52,325.0
438,The Intern,Warner Bros.,Comedy,18.14063459019333,8964992,39,2015,1079.24,198.95,327.0
439,Paul Blart: Mall Cop 2,Sony Pictures,Adventure,18.079479659935906,8433167,40,2015,925.64,298.45,348.0
440,Bridge of Spies,Walt Disney,Thriller/Suspense,18.072684502322076,8376056,41,2015,1632.5,309.77,350.0
441,War Room,Sony Pictures,Drama,18.01463582778799,7903680,42,2015,1864.2,282.93,369.0
442,Magic Mike XXL,Warner Bros.,Comedy,18.0053631137576,7830730,43,2015,1052.64,268.88,373.0
443,The Visit,Universal,Horror,17.993063657482725,7735007,44,2015,1467.27,324.27,376.0
444,The Wedding Ringer,Sony Pictures,Comedy,17.98155870769402,7646526,45,2015,1197.98,310.03,385.0
445,Black Mass,Warner Bros.,Drama,17.951887230221416,7422974,46,2015,1248.0,190.73,394.0
446,The Imitation Game,Weinstein Co.,Drama,17.920680530092366,7194905,47,2015,843.65,314.11,410.0
447,Vacation,Warner Bros.,Comedy,17.89108315757283,6985075,48,2015,972.68,138.22,420.0
448,The Perfect Guy,Sony Pictures,Thriller/Suspense,17.859043025793007,6764820,49,2015,1129.93,238.78,432.0
449,Fantastic Four,20th Century Fox,Action,17.842959120155626,6656886,50,2015,1407.81,339.16,441.0
450,Alvin and the Chipmunks: Th...,20th Century Fox,Adventure,17.833251701095858,6592577,51,2015,1134.47,279.22,448.0
451,Focus,Warner Bros.,Comedy,17.801953656831227,6389438,52,2015,1100.71,394.66,463.0
452,Unbroken,Universal,Drama,17.79279026407731,6331157,53,2015,1306.13,294.99,467.0
453,Southpaw,Weinstein Co.,Drama,17.774836011937744,6218499,54,2015,1419.56,235.9,474.0
454,Insidious Chapter 3,Focus Features,Horror,17.770948506912966,6194372,55,2015,1838.87,297.31,475.0
455,Selma,Paramount Pictures,Drama,17.768232183902416,6177569,56,2015,777.2,114.43,476.0
456,Sisters,Universal,Comedy,17.709845650510708,5827210,57,2015,1232.82,351.16,496.0
