,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
1756,Raging Fire,Well Go USA,Action,12.861790507431166,37048,157,2021,571.21,241.36,1890.0
1757,Ghost in the Shell,Palm Pictures,Action,12.829786679124712,40694,158,2021,1855.16,277.7,1891.0
1758,The Dry,IFC Films,Thriller/Suspense,12.805999211622746,39737,159,2021,1671.18,303.46,1894.0
1759,The Water Man,RLJ Entertainment,Drama,12.777297924633068,38613,160,2021,1296.77,201.72,1898.0
1760,World War Z,Paramount Pictures,Action,12.757080058928997,37840,161,2021,1209.09,292.09,1901.0
1761,Escape From Mogadishu,Well Go USA,Action,12.7443130271435,32942,162,2021,1824.13,220.83,1902.0
1762,Benedetta,IFC Films,Drama,12.725015237398113,32312,163,2021,1400.14,307.18,1903.0
1763,The Emperor's New Groove,Walt Disney,Adventure,12.718896271958837,36423,164,2021,1112.31,156.85,1904.0
1764,The Battle at Lake Changjin,CMC Pictures,Action,12.716540205198866,32039,165,2021,1069.89,345.03,1905.0
1765,Freaky,Universal,Horror,12.703189735235885,35856,166,2021,1017.16,314.23,1908.0
1766,Drive My Car,Janus Films,Drama,12.702964645655365,31607,167,2021,1144.11,283.38,1909.0
1767,Dutch,Faith Media Distr...,Thriller/Suspense,12.685924496455717,31073,168,2021,606.7,265.5,1911.0
1768,Final Account,Focus Features,Documentary,12.641018882960507,29709,169,2021,663.37,221.55,1912.0
1769,New Order,Neon,Thriller/Suspense,12.625332171660485,29246,170,2021,1895.34,304.72,1913.0
1770,India Sweets and Spices,Bleecker Street,Comedy,12.57319185772085,27760,171,2021,1196.78,323.27,1920.0
1771,Blithe Spirit,IFC Films,Comedy,12.55143028973936,27163,172,2021,1885.77,254.17,1922.0
1772,American Skin,Vertical Entertai...,Drama,12.550838962404754,27147,173,2021,1553.75,294.38,1923.0
1773,I'm Your Man,Bleecker Street,Comedy,12.525100757115206,26457,174,2021,693.22,157.32,1926.0
1774,A Mouthful of Air,Sony Pictures,Drama,12.504082452856789,25907,175,2021,1264.37,198.32,1929.0
1775,Rita Moreno: Just a Girl Wh...,Roadside Attractions,Documentary,12.486072787362477,25444,176,2021,946.8,318.13,1930.0
1776,Weathering With You,GKIDS,Drama,12.460455140256007,24801,177,2021,1388.23,299.64,1932.0
1777,Once I Was Engaged,Purdie Distribution,Comedy,12.448136081696894,24497,178,2021,1062.9,197.99,1933.0
1778,Murder in the Woods,Rezinate Entertai...,Horror,12.39630449992838,23260,179,2021,1490.12,176.55,1934.0
1779,Supernova,Bleecker Street,Drama,12.364016123596128,22521,180,2021,676.34,204.06,1937.0
1780,Becoming Cousteau,Picturehouse,Documentary,12.355720344999101,22335,181,2021,1507.83,297.02,1938.0
1781,Half Brothers,Focus Features,Comedy,12.32753778281135,21714,182,2021,1698.48,242.47,1940.0
1782,Limbo,Focus Features,Drama,12.321207734022375,21577,183,2021,1298.36,219.77,1941.0
1783,Doctor,Hamsini,Action,12.301382825334498,21153,184,2021,968.59,292.81,1942.0
1784,Promare,GKIDS,Adventure,12.27987128413092,23480,185,2021,1499.97,190.25,1943.0
1785,Together,Bleecker Street,Comedy,12.275552065299976,20614,186,2021,1189.75,183.7,1946.0
1786,La piscine,Rialto Pictures,Drama,12.261824236925984,20333,187,2021,1055.19,334.96,1949.0
1787,Ailey,Neon,Documentary,12.228381932450008,19664,188,2021,974.57,331.7,1950.0
1788,Groundhog Day,Sony Pictures,Romantic Comedy,12.211005459175512,21918,189,2021,1584.17,206.4,1951.0
1789,The Resort,Vertical Entertai...,Horror,12.165229817459569,18461,190,2021,862.86,253.74,1953.0
1790,Earwig and the Witch,GKIDS,Adventure,12.065107980173607,16702,191,2021,1353.54,173.51,1961.0
1791,Beans,Mongrel Media,Drama,12.050634470569976,16462,192,2021,728.18,233.9,1962.0
1792,I Carry You With Me,Sony Pictures Cla...,Drama,12.022167836052882,16000,193,2021,1520.93,175.33,1964.0
1793,Shiva Baby,Utopia,Comedy,11.978506830405376,15316,194,2021,1862.95,242.02,1968.0
1794,Heaven,LAMA Distribution,Drama,11.905582228659165,14239,195,2021,1078.77,232.78,1971.0
1795,Wolf,Focus Features,Drama,11.902227315235974,14192,196,2021,872.55,233.59,1972.0
1796,SAS: Red Notice,Vertical Entertai...,Action,11.893612790194467,14070,197,2021,1213.42,233.78,1973.0
1797,Bergman Island,IFC Films,Drama,11.885805395980704,15833,198,2021,1715.25,332.12,1974.0
1798,Mass,Bleecker Street,Drama,11.88569519024025,13959,199,2021,1236.95,278.14,1975.0
1799,The Reckoning,RLJ Entertainment,Horror,11.874313285837465,13801,200,2021,722.09,256.89,1978.0
1800,Top Gun: Maverick,Paramount Pictures,Action,20.393000248572804,68778260,1,2022,1861.93,265.73,3.0
1801,Black Panther: Wakanda Forever,Walt Disney,Action,19.898394468640188,41941757,2,2022,1046.37,230.31,15.0
1802,Avatar: The Way of Water,20th Century Studios,Action,19.868839120875503,40720293,3,2022,1192.44,190.55,18.0
1803,Doctor Strange in the Multi...,Walt Disney,Action,19.834910276832108,44856227,4,2022,967.89,248.53,22.0
1804,Jurassic World: Dominion,Universal,Action,19.747360654111397,41096083,5,2022,1900.85,284.6,29.0
1805,Minions: The Rise of Gru,Universal,Comedy,19.72818946737175,40315726,6,2022,791.06,266.25,30.0
1806,The Batman,Warner Bros.,Action,19.72724330302089,40277599,7,2022,905.16,253.19,31.0
1807,Thor: Love and Thunder,Walt Disney,Action,19.653989500447896,37432587,8,2022,1466.06,298.93,40.0
1808,Spider-Man: No Way Home,Sony Pictures,Action,19.300848013396415,23074670,9,2022,874.54,321.67,63.0
1809,Sonic the Hedgehog 2,Paramount Pictures,Adventure,19.067118340434266,18265350,10,2022,1341.66,192.27,101.0
1810,Black Adam,Warner Bros.,Action,18.939797324551858,18326525,11,2022,1550.78,233.86,126.0
1811,Elvis,Warner Bros.,Drama,18.833055578158024,16471107,12,2022,629.02,241.83,150.0
1812,Uncharted,Sony Pictures,Adventure,18.81709716926722,16210340,13,2022,1846.39,313.42,155.0
1813,Nope,Universal,Horror,18.629945062777384,11796849,14,2022,1817.69,239.31,191.0
1814,Lightyear,Walt Disney,Adventure,18.588795087880438,12901547,15,2022,1878.18,308.81,197.0
1815,Smile,Paramount Pictures,Horror,18.478336709548465,10137325,16,2022,1494.98,280.33,227.0
1816,The Lost City,Paramount Pictures,Adventure,18.472742018867365,10080768,17,2022,1630.65,216.85,229.0
1817,Bullet Train,Sony Pictures,Thriller/Suspense,18.45381181821988,9891732,18,2022,1395.22,301.68,234.0
1818,The Bad Guys,Universal,Comedy,18.392627197245062,9304653,19,2022,1227.62,168.65,259.0
1819,Fantastic Beasts: The Secre...,Warner Bros.,Adventure,18.378303832842303,10452655,20,2022,779.9,221.8,263.0
1820,DC League of Super Pets,Warner Bros.,Adventure,18.35515097969562,10213426,21,2022,844.65,250.06,266.0
1821,Where the Crawdads Sing,Sony Pictures,Drama,18.317880946854416,8634522,22,2022,1208.31,257.13,283.0
1822,The Black Phone,Universal,Horror,18.316688513986797,8624233,23,2022,1388.33,327.84,284.0
1823,Sing 2,Universal,Adventure,18.273430939881695,9171927,24,2022,1528.03,295.11,292.0
1824,Scream,Paramount Pictures,Horror,18.21784710545896,7812575,25,2022,817.86,255.71,311.0
1825,Morbius,Sony Pictures,Action,18.117756835964254,8055129,26,2022,905.53,245.88,334.0
1826,Everything Everywhere All A...,A24,Action,18.06412854962245,6699386,27,2022,988.16,286.72,354.0
1827,Ticket to Paradise,Universal,Romantic Comedy,18.038382597415808,6529106,28,2022,797.6,231.54,364.0
1828,The Woman King,Sony Pictures,Action,18.02286036033349,6428542,29,2022,1513.46,280.92,368.0
1829,Halloween Ends,Universal,Horror,17.975640675952953,6987989,30,2022,1068.25,237.05,388.0
1830,Dog,United Artists,Comedy,17.939058988896303,5911776,31,2022,1368.48,260.81,400.0
1831,Puss in Boots: The Last Wish,Universal,Adventure,17.930028103728812,5858628,32,2022,1120.87,260.92,405.0
1832,jackass forever,Paramount Pictures,Reality,17.871520498338214,5525689,33,2022,1675.24,191.19,429.0
1833,Violent Night,Universal,Comedy,17.676340474510447,4545910,34,2022,1174.14,311.32,510.0
1834,Lyle,Sony Pictures,Musical,17.659321979477976,4469200,35,2022,1352.72,200.35,522.0
1835,Death on the Nile,20th Century Studios,Drama,17.636078232103266,4849107,36,2022,1434.41,290.38,533.0
1836,Don't Worry Darling,Warner Bros.,Thriller/Suspense,17.62902514065716,4335828,37,2022,889.38,265.49,537.0
1837,Downton Abbey: A New Era,Focus Features,Drama,17.602912073717786,4224072,38,2022,957.72,214.34,557.0
1838,Barbarian,20th Century Studios,Horror,17.525244634852665,3908415,39,2022,716.09,231.38,588.0
1839,Strange World,Walt Disney,Adventure,17.426232802818156,4034106,40,2022,1897.44,297.69,620.0
1840,The Menu,Searchlight Pictures,Black Comedy,17.403434944833343,3943178,41,2022,1849.12,273.56,631.0
1841,The Northman,Focus Features,Action,17.348703862353506,3275895,42,2022,1177.49,244.39,653.0
1842,Jujutsu Kaisen 0: The Movie,FUNimation,Action,17.339503723773003,3245895,43,2022,1870.21,210.7,659.0
1843,Dragon Ball Super: Super Hero,Crunchyroll,Action,17.28537461569522,3074868,44,2022,1064.1,298.67,684.0
1844,The Bob's Burgers Movie,20th Century Studios,Comedy,17.279176507387938,3482424,45,2022,1071.44,312.36,689.0
1845,Beast,Universal,Thriller/Suspense,17.276438985852497,3047514,46,2022,627.91,276.12,690.0
1846,Carnal Knowledge,Avco Embassy,Drama,17.169991209406398,3122217,47,2022,1407.83,271.1,743.0
1847,The Invitation,Sony Pictures,Horror,17.038381591347928,2401922,48,2022,1692.65,218.43,797.0
1848,Avatar,20th Century Fox,Action,17.022881413755293,2695095,49,2022,927.59,237.26,806.0
1849,Ambulance,Universal,Thriller/Suspense,16.94144246122972,2180011,50,2022,1300.19,340.68,837.0
1850,Marry Me,Universal,Romantic Comedy,16.926274530160228,2384503,51,2022,1357.98,234.55,842.0
1851,Father Stu,Sony Pictures,Drama,16.864626145292902,2018821,52,2022,1720.86,242.41,867.0
1852,The King's Man,20th Century Studios,Action,16.856103810348703,2281095,53,2022,1052.5,148.85,869.0
1853,The Unbearable Weight of Ma...,Lionsgate,Action,16.826139177972255,1942598,54,2022,1908.19,250.98,885.0
1854,Devotion,Sony Pictures,Action,16.80310692460198,1898368,55,2022,874.34,305.25,892.0
1855,Prey for the Devil,Lionsgate,Horror,16.801308297040332,1894956,56,2022,1011.5,216.06,893.0
1856,Moonfall,Lionsgate,Action,16.763137083082942,2078588,57,2022,893.38,242.58,907.0
1857,Paws of Fury: The Legend of...,Paramount Pictures,Adventure,16.695348249111063,1704438,58,2022,1350.54,250.08,936.0
1858,Glass Onion: A Knives Out M...,Netflix,Drama,16.523560759066484,1435406,59,2022,1914.21,246.93,1008.0
1859,Amsterdam,20th Century Studios,Comedy,16.52008599572933,1630094,60,2022,1246.29,285.6,1010.0
1860,The Chosen Season 3: Episod...,Fathom Events,Drama,16.497359757762965,1398286,61,2022,1110.37,288.42,1021.0
1861,The 355,Universal,Thriller/Suspense,16.494506406235605,1394301,62,2022,608.91,197.24,1022.0
1862,American Underdog: The Kurt...,Lionsgate,Drama,16.475854986731644,1368537,63,2022,955.69,142.41,1031.0
1863,RRR: Rise  Roar  Revolt,Sarigama Cinemas,Action,16.449620670255463,1333101,64,2022,1802.72,236.08,1041.0
1864,Whitney Houston I Wanna Dan...,Sony Pictures,Drama,16.400029710188736,1268604,65,2022,713.2,200.75,1057.0
1865,Easter Sunday,Universal,Comedy,16.381512438252354,1245329,66,2022,1847.33,266.53,1061.0
1866,One Piece Film: Red,Crunchyroll,Action,16.36245831607393,1221825,67,2022,1661.87,262.43,1065.0
1867,Jaws,Universal,Horror,16.321610615830362,1336645,68,2022,1077.42,295.82,1082.0
1868,The Fabelmans,Universal,Drama,16.30973697680683,1159077,69,2022,1256.02,333.55,1090.0
1869,X,A24,Horror,16.281019363520375,1126264,70,2022,1128.27,287.01,1099.0
1870,Bros,Universal,Romantic Comedy,16.268940730446708,1112743,71,2022,1806.93,220.44,1101.0
1871,Licorice Pizza,United Artists,Drama,16.20748982017574,1046422,72,2022,917.07,166.39,1114.0
1872,Terrifier 2,Iconic Releasing,Horror,16.18014091025013,1018191,73,2022,837.42,262.4,1126.0
1873,Mrs. Harris Goes to Paris,Focus Features,Drama,16.160572116086975,998460,74,2022,651.82,247.29,1136.0
1874,Firestarter,Universal,Horror,16.09167467060052,931986,75,2022,1098.34,278.2,1159.0
1875,Blacklight,Briarcliff Entert...,Action,16.07634551751703,917808,76,2022,1826.42,188.4,1163.0
1876,See How They Run,Searchlight Pictures,Comedy,16.075838981951275,917343,77,2022,1457.2,269.93,1164.0
1877,The Matrix Resurrections,Warner Bros.,Action,16.072279016464332,914083,78,2022,1187.86,261.37,1166.0
1878,Pearl,A24,Horror,16.058711290949137,901765,79,2022,880.71,317.81,1172.0
1879,Redeeming Love,Universal,Drama,16.036236795085586,881724,80,2022,1344.64,172.32,1182.0
1880,Babylon,Paramount Pictures,Drama,16.02190375255437,869177,81,2022,1036.79,189.69,1188.0
1881,The Banshees of Inisherin,Searchlight Pictures,Drama,16.01814801475601,865918,82,2022,1322.51,236.74,1190.0
1882,Till,United Artists,Drama,16.012757579493066,861263,83,2022,1414.75,304.42,1192.0
1883,West Side Story,20th Century Studios,Musical,16.000874632340768,945152,84,2022,890.57,213.9,1194.0
1884,Three Thousand Years of Lon...,United Artists,Drama,15.930167325571803,903679,85,2022,590.4,294.89,1211.0
1885,Brahmastra Part 1: Shiva,Fox Star India,Adventure,15.874635610343462,750153,86,2022,1257.02,316.14,1229.0
1886,Bones and All,United Artists,Thriller/Suspense,15.874099563886878,749752,87,2022,1721.36,293.08,1230.0
1887,Men,A24,Horror,15.842059237155661,726110,88,2022,1573.5,223.72,1242.0
1888,Memory,Open Road,Action,15.807355505994064,701343,89,2022,547.88,261.77,1255.0
1889,Fall,Lionsgate,Thriller/Suspense,15.795203723098775,692872,90,2022,1474.36,258.21,1257.0
1890,Ghostbusters: Afterlife,Sony Pictures,Comedy,15.758790823333571,761354,91,2022,909.39,361.15,1274.0
1891,BTS Permission to Dance on ...,Trafalgar Releasing,Concert/Perfor...,15.738298289598733,654545,92,2022,1254.25,294.76,1281.0
1892,K.G.F: Chapter 2,Viva Entertainment,Action,15.703271180340792,632015,93,2022,1184.24,160.22,1294.0
1893,Marcel the Shell with Shoes On,A24,Comedy,15.661395615180288,606095,94,2022,982.99,301.59,1308.0
1894,The Whale,A24,Drama,15.582876578181404,560326,95,2022,754.95,310.99,1334.0
1895,She Said,Universal,Drama,15.577840358279385,557511,96,2022,1535.04,261.48,1338.0
1896,TÁR,Focus Features,Drama,15.537542957676525,535491,97,2022,907.26,369.22,1355.0
1897,I Heard the Bells,Fathom Events,Drama,15.534107223610647,533655,98,2022,1668.24,189.37,1356.0
1898,Orphan: First Kill,Paramount Pictures,Horror,15.50435596097963,518012,99,2022,1121.61,233.28,1368.0
1899,Tucker: The Man and His Dream,Paramount Pictures,Drama,15.47437500347073,572883,100,2022,1367.34,316.03,1378.0
1900,Lifemark,Fathom Events,Drama,15.426519435785824,479221,101,2022,951.02,244.97,1395.0
1901,Ponniyin Selvan: Part One,Sarigama Cinemas,Action,15.408412501758274,470622,102,2022,971.88,324.61,1402.0
1902,House of Gucci,United Artists,Drama,15.381215367711473,457994,103,2022,917.66,303.9,1410.0
1903,Mississippi Masala,Goldwyn Entertain...,Drama,15.372697454383946,517497,104,2022,902.44,363.91,1413.0
1904,Encanto,Walt Disney,Adventure,15.364666689805171,500265,105,2022,1383.06,279.46,1418.0
1905,Clerks III,Fathom Events,Comedy,15.355192307678774,446230,106,2022,1002.25,328.56,1422.0
1906,The Cursed,LD Entertainment,Horror,15.339039540036538,500369,107,2022,779.38,278.43,1425.0
1907,Vengeance,Focus Features,Black Comedy,15.28124436791059,414423,108,2022,444.89,234.96,1444.0
1908,ET: The Extra-Terrestrial,Universal,Drama,15.27451271501994,469101,109,2022,1006.17,167.18,1447.0
1909,Moonage Daydream,Neon,Documentary,15.266355237027152,408298,110,2022,1164.75,200.68,1451.0
1910,Triangle of Sadness,Neon,Black Comedy,15.232468450693277,394694,111,2022,980.63,269.09,1464.0
1911,Belle,GKIDS,Adventure,15.206372720775477,384527,112,2022,1331.01,223.64,1476.0
1912,Family Camp,Roadside Attractions,Comedy,15.195098229434416,380216,113,2022,1402.29,300.13,1478.0
1913,Cyrano,United Artists,Musical,15.16957197450903,370633,114,2022,1346.21,186.63,1488.0
1914,Nightmare Alley,Searchlight Pictures,Thriller/Suspense,15.139387879346065,399358,115,2022,833.35,172.65,1496.0
1915,Laal Singh Chaddha,Paramount Pictures,Drama,15.039675325550013,325486,116,2022,725.35,320.41,1541.0
1916,The Outfit,Focus Features,Drama,15.022690214837677,320003,117,2022,1268.59,190.48,1547.0
1917,The Worst Person in the World,Neon,Comedy,14.925647844636984,290409,118,2022,1037.67,155.22,1588.0
1918,Drishyam 2,Yash Raj Films,Drama,14.91551521017755,287481,119,2022,1801.96,243.27,1591.0
1919,Breaking,Bleecker Street,Thriller/Suspense,14.8473984715892,268551,120,2022,1144.33,276.11,1615.0
1920,A Journal for Jordan,Sony Pictures,Drama,14.786007238327745,287814,121,2022,745.92,208.74,1630.0
1921,Elf,New Line,Comedy,14.758700247147045,280061,122,2022,690.57,294.29,1642.0
1922,Honk for Jesus. Save Your S...,Focus Features,Comedy,14.756013787191923,245097,123,2022,1756.89,281.52,1643.0
1923,Mack & Rita,Gravitas Ventures,Comedy,14.745885243705873,242627,124,2022,999.0,315.81,1646.0
1924,Studio 666,Open Road,Horror,14.737370950442482,240570,125,2022,1632.69,209.91,1651.0
1925,Crimes of the Future,Neon,Horror,14.712774217721568,234725,126,2022,1828.61,296.17,1657.0
1926,Belfast,Focus Features,Drama,14.676265323823797,226310,127,2022,1820.66,192.65,1673.0
1927,Gigi & Nate,Roadside Attractions,Drama,14.640042954758885,218259,128,2022,1032.39,205.23,1685.0
1928,The Good House,Roadside Attractions,Comedy,14.612909639896252,212417,129,2022,963.74,210.4,1692.0
1929,Parallel Mothers,Sony Pictures Cla...,Drama,14.602842740098325,210290,130,2022,1127.23,228.86,1693.0
1930,Emily the Criminal,Roadside Attractions,Thriller/Suspense,14.583902492867589,206344,131,2022,1731.11,225.81,1700.0
1931,Umma,Sony Pictures,Horror,14.56741002037033,202969,132,2022,1263.59,290.12,1705.0
1932,The Wolf and the Lion,Blue Fox Entertai...,Adventure,14.544108373084558,198294,133,2022,967.87,265.07,1709.0
1933,Decision to Leave,MUBI,Drama,14.534999234860749,196495,134,2022,566.35,254.92,1710.0
1934,Jeepers Creepers: Reborn,Fathom Events,Horror,14.525051129600621,194550,135,2022,938.38,336.98,1711.0
1935,Drive My Car,Janus Films,Drama,14.520348632925336,193638,136,2022,668.24,157.7,1712.0
1936,Watcher,IFC Midnight,Thriller/Suspense,14.489070657996166,187675,137,2022,1924.78,230.96,1716.0
1937,Mr. Malcolm's List,Bleecker Street,Romantic Comedy,14.449820268799725,180451,138,2022,1261.11,296.73,1719.0
1938,Armageddon Time,Focus Features,Drama,14.436113927048508,177995,139,2022,851.69,362.52,1721.0
1939,2022 Oscar Shorts,ShortsHD,Multiple Genres,14.40421124946123,172406,140,2022,625.46,293.9,1724.0
1940,Radhe Shyam,Great India Films,Drama,14.403297222866392,172248,141,2022,1843.84,331.51,1725.0
1941,The King's Daughter,Gravitas Ventures,Adventure,14.373561121574967,190541,142,2022,1823.13,255.61,1727.0
1942,Infinite Storm,Bleecker Street,Drama,14.285852879847182,153161,143,2022,1459.2,256.22,1731.0
1943,Jugjugg Jeeyo,Moviegoers Entert...,Comedy,14.247292974389811,147368,144,2022,823.27,269.93,1733.0
1944,The Duke,Sony Pictures Cla...,Comedy,14.238795937642355,146122,145,2022,974.26,251.93,1734.0
1945,Running The Bases,UP2U Films,Drama,14.228930608120903,144687,146,2022,1894.9,209.64,1735.0
1946,Y Como Es El,Pantelion Films,Comedy,14.221399576209839,143601,147,2022,1240.93,183.13,1736.0
1947,The Kashmir Files,Zee Studios,Thriller/Suspense,14.210925330218936,142105,148,2022,983.6,313.27,1737.0
1948,2000 Mules,D'Souza Media,Documentary,14.197715227431187,140240,149,2022,1808.87,158.15,1738.0
1949,The Servant,Rialto Pictures,Drama,14.16444058733056,135650,150,2022,941.2,313.55,1741.0
