Movie;Distributor;Genre;Gross;Tickets Sold;rank;releaseYear
Bharat;Viva Entertainment;Action;2684911;293112;185;2019
Everybody Knows;Focus Features;Drama;2677805;292337;186;2019
Tod@s Caen;Lionsgate;Romantic Comedy;2670925;291585;187;2019
Saaho;Yash Raj Films;Action;2626284;286712;188;2019
Instant Family;Paramount Pictures;Comedy;2518231;274916;189;2019
The Art of Self-Defense;Bleecker Street;Comedy;2410914;263200;190;2019
Arctic;Bleecker Street;Drama;2409826;263081;191;2019
Welcome to Marwen;Universal;Drama;2405625;262623;192;2019
My People, My Country;CMC Pictures;Drama;2323409;253647;193;2019
Promare;GKIDS;Adventure;2290542;250059;194;2019
Super 30;Reliance Entertai...;Drama;2269878;247803;195;2019
Holmes & Watson;Sony Pictures;Comedy;2254994;246178;196;2019
The Fall of the American Em...;Entertainment One;Comedy;2178148;237789;197;2019
Total Dhamaal;FIP;Comedy;2167632;236641;198;2019
Housefull 4;FIP;Romantic Comedy;2109160;230257;199;2019
Luce;Neon;Thriller/Suspense;2010613;219499;200;2019
Chhichhore;FIP;Comedy;2004400;218820;201;2019
Bad Boys For Life;Sony Pictures;Action;204417855;22292023;1;2020
1917;Universal;Thriller/Suspense;157901466;17219352;2;2020
Sonic The Hedgehog;Paramount Pictures;Adventure;146066470;15928731;3;2020
Jumanji: The Next Level;Sony Pictures;Adventure;124736710;13602694;4;2020
Star Wars: The Rise of Skyw...;Walt Disney;Adventure;124496308;13576478;5;2020
Birds of Prey (And the Fant...;Warner Bros.;Action;84158461;9177585;6;2020
Dolittle;Universal;Adventure;77047065;8402079;7;2020
The Invisible Man;Universal;Horror;64914050;7078958;8;2020
The Call of the Wild;20th Century Studios;Adventure;62342368;6798513;9;2020
Onward;Walt Disney;Adventure;61555145;6712665;10;2020
Tenet;Warner Bros.;Action;58044165;6329788;11;2020
Little Women;Sony Pictures;Drama;37593127;4099577;12;2020
The Gentlemen;STX Entertainment;Action;36471796;3977295;13;2020
Just Mercy;Warner Bros.;Drama;35733621;3896796;14;2020
Knives Out;Lionsgate;Drama;35244610;3843468;15;2020
The Croods: A New Age;Universal;Adventure;32334280;3526093;16;2020
Parasite;Neon;Black Comedy;29518856;3219068;17;2020
Frozen II;Walt Disney;Adventure;26934045;2937191;18;2020
Fantasy Island;Sony Pictures;Horror;26441782;2883509;19;2020
The New Mutants;20th Century Studios;Horror;23855569;2601479;20;2020
Wonder Woman 1984;Warner Bros.;Action;23009311;2509194;21;2020
Like a Boss;Paramount Pictures;Comedy;22169514;2417613;22;2020
Unhinged;Solstice Studios;Thriller/Suspense;20831465;2271697;23;2020
The Photograph;Universal;Drama;20578185;2244076;24;2020
Spies in Disguise;20th Century Fox;Adventure;19714592;2149900;25;2020
The War with Grandpa;101 Studios;Comedy;18861607;2056881;26;2020
Underwater;20th Century Fox;Thriller/Suspense;17291078;1885613;27;2020
The Turning;Universal;Horror;15472775;1687325;28;2020
Gretel & Hansel;United Artists;Horror;15347654;1673680;29;2020
Honest Thief;Open Road;Thriller/Suspense;14163574;1544555;30;2020
The Way Back;Warner Bros.;Drama;13590514;1444262;31;2020
My Hero Academia: Heroes: R...;FUNimation;Adventure;13553826;1440364;32;2020
Uncut Gems;A24;Thriller/Suspense;13467396;1468636;33;2020
Brahms: The Boy II;STX Entertainment;Horror;12611536;1375303;34;2020
Jojo Rabbit;Fox Searchlight;Black Comedy;11791356;1285862;35;2020
Impractical Jokers: The Movie;truTV;Comedy;10466091;1112230;36;2020
I Still Believe;Lionsgate;Drama;10410004;1135223;37;2020
Emma.;Focus Features;Drama;10055355;1096549;38;2020
Bloodshot;Sony Pictures;Action;10021787;1092888;39;2020
The Grudge;Sony Pictures;Horror;9812035;1070014;40;2020
Come Play;Focus Features;Horror;9505540;1036591;41;2020
Let Him Go;Focus Features;Thriller/Suspense;9347940;1019404;42;2020
Freaky;Universal;Horror;8702060;948970;43;2020
Downhill;Searchlight Pictures;Drama;8287061;903714;44;2020
Weathering With You;GKIDS;Drama;7798703;828767;45;2020
Ford v. Ferrari;20th Century Fox;Drama;7648018;834025;46;2020
Cats;Universal;Musical;7196675;784806;47;2020
Bombshell;Lionsgate;Drama;7172836;782206;48;2020
The Hunt;Universal;Thriller/Suspense;5812500;633860;49;2020
The Rhythm Section;Paramount Pictures;Thriller/Suspense;5437971;593017;50;2020
Monster Hunter;Sony Pictures;Action;5018403;547263;51;2020
The SpongeBob Movie: Sponge...;Paramount Pictures;Adventure;4810790;524622;52;2020
Hocus Pocus;Walt Disney;Comedy;4777471;520989;53;2020
National Lampoon's Christma...;Warner Bros.;Comedy;4593728;500951;54;2020
Richard Jewell;Warner Bros.;Drama;4523325;493274;55;2020
The Broken Hearts Gallery;Sony Pictures;Romantic Comedy;4066487;443455;56;2020
Infidel;Cloudburst Entert...;Thriller/Suspense;4051990;430604;57;2020
A Christmas Story;MGM;Comedy;3896391;424906;58;2020
Portrait of a Lady on Fire;Neon;Drama;3759854;410016;59;2020
News of the World;Universal;Western;3717170;405362;60;2020
Bill & Ted Face the Music;United Artists;Comedy;3439660;375099;61;2020
2020 Oscar Shorts;ShortsHD;Multiple Genres;3304748;351195;62;2020
Fatale;Lionsgate;Thriller/Suspense;3089694;336935;63;2020
Queen & Slim;Universal;Drama;3089365;336899;64;2020
The Empty Man;20th Century Studios;Horror;2995698;326684;65;2020
My Boyfriend's Meds;Lionsgate;Romantic Comedy;2971116;324003;66;2020
The Last Full Measure;Roadside Attractions;Drama;2949212;321615;67;2020
A Beautiful Day in the Neig...;Sony Pictures;Drama;2894475;315646;68;2020
Words on Bathroom Walls;Roadside Attractions;Drama;2542518;277264;69;2020
The Nightmare Before Christmas;Walt Disney;Musical;2286000;249291;70;2020
The Lodge;Neon;Horror;2138907;233250;71;2020
Half Brothers;Focus Features;Comedy;2016150;214256;72;2020
The Personal History of Dav...;Searchlight Pictures;Drama;1876298;204612;73;2020
The Wretched;IFC Midnight;Horror;1815440;192926;74;2020
Joker;Warner Bros.;Thriller/Suspense;1678800;183075;75;2020
The Rental;IFC Films;Thriller/Suspense;1637548;178576;76;2020
Star Wars Ep. V: The Empire...;20th Century Fox;Adventure;1580209;172323;77;2020
Once Upon a Time...in Hollywo...;Sony Pictures;Thriller/Suspense;1406198;153347;78;2020
2 Hearts;Freestyle Releasing;Drama;1349284;147141;79;2020
Jay and Silent Bob Reboot;Fathom Events;Comedy;1330666;145110;80;2020
Train to Busan Presents: Pe...;Well Go USA;Horror;1224525;130130;81;2020
Promising Young Woman;Focus Features;Black Comedy;1208180;131753;82;2020
Met Opera �?Agrippina;Fathom Events;Concert/Perfor...;1150000;122210;83;2020
True to the Game 2: Gena's ...;Faith Media Distr...;Thriller/Suspense;1117808;118789;84;2020
The Assistant;Bleecker Street;Drama;1100310;116929;85;2020
IP Man: The Finale;Well Go USA;Action;1089355;115765;86;2020
Love and Monsters;Paramount Pictures;Adventure;1070714;116762;87;2020
Relic;IFC Midnight;Thriller/Suspense;1047083;114185;88;2020
The Tax Collector;RLJ Entertainment;Action;1044212;113872;89;2020
Die Hard;20th Century Fox;Action;1036063;112983;90;2020
Becky;Quiver;Thriller/Suspense;1002852;106573;91;2020
Break the Silence The Movie;Trafalgar Releasing;Documentary;1000000;106269;92;2020
Elf;New Line;Comedy;905000;98691;93;2020
All My Life;Universal;Drama;899585;95598;94;2020
The Song of Names;Sony Pictures Cla...;Drama;891579;97227;95;2020
Toy Story;Walt Disney;Adventure;870305;94907;96;2020
Met Opera: Wozzeck;Fathom Events;Concert/Perfor...;863000;91710;97;2020
Cut Throat City;Well Go USA;Drama;855894;93336;98;2020
Sarileru Neekevvaru;Great India Films;Action;821000;87247;99;2020
Vanguard;Gravitas Ventures;Action;793525;84327;100;2020
Pinocchio;Roadside Attractions;Adventure;782555;83162;101;2020
Color Out of Space;RLJ Entertainment;Horror;765561;83485;102;2020
Shortcut;Gravitas Ventures;Horror;758223;80576;103;2020
Possessor;Neon;Thriller/Suspense;752885;80009;104;2020
Coco;Walt Disney;Musical;734000;80043;105;2020
Monsters  Inc.;Walt Disney;Adventure;726000;79171;106;2020
Baaghi 3;FIP;Action;721439;76667;107;2020
The Santa Clause;Walt Disney;Adventure;706000;76990;108;2020
The Last Vermeer;Sony Pictures Cla...;Drama;685380;72835;109;2020
The Addams Family;United Artists;Adventure;678926;74037;110;2020
The Last Shift;Sony Pictures;Comedy;643658;68401;111;2020
Synchronic;Well Go USA;Thriller/Suspense;636673;69429;112;2020
Maleficent: Mistress of Evil;Walt Disney;Adventure;634868;69233;113;2020
Chhapaak;FIP;Drama;604334;64222;114;2020
Pain & Glory;Sony Pictures Cla...;Drama;599619;65389;115;2020
Panga;FIP;Drama;582720;61925;116;2020
Black Christmas;Universal;Horror;562060;61293;117;2020
Guardians of the Galaxy;Walt Disney;Action;542000;59105;118;2020
Alone;Magnolia Pictures;Thriller/Suspense;538358;57211;119;2020
Followed;Global View Enter...;Horror;538179;57192;120;2020
The Polar Express;Warner Bros.;Adventure;536000;58451;121;2020
Harriet;Focus Features;Drama;534455;58282;122;2020
Kajillionaire;Focus Features;Drama;531430;57953;123;2020
The Call;Atlas Distribution;Horror;516520;54890;124;2020
The Big Ugly;Vertical Entertai...;Action;514107;56064;125;2020
Dark Waters;Focus Features;Drama;502205;54766;126;2020
The Forgotten Carols;Purdie Distribution;Musical;501629;53308;127;2020
Spell;Paramount Pictures;Horror;500104;53146;128;2020
Ava;Vertical Entertai...;Action;497747;52895;129;2020
CatVideoFest;Oscilloscope Pict...;Documentary;478775;50879;130;2020
A Hidden Life;Fox Searchlight;Drama;456268;49756;131;2020
Once Were Brothers: Robbie ...;Magnolia Pictures;Documentary;449561;47774;132;2020
Seberg;Amazon Studios;Thriller/Suspense;448009;48855;133;2020
Infamous;Vertical Entertai...;Action;429148;46799;134;2020
Tulsa;Self Distributed;Drama;413522;43944;135;2020
Buddy Games;Paramount Pictures;Comedy;405904;44264;136;2020
Yellow Rose;Sony Pictures;Drama;367849;39091;137;2020
The Kid Detective;Sony Pictures;Black Comedy;364138;39709;138;2020
Greed;Sony Pictures Cla...;Comedy;355308;37758;139;2020
Thank You For Everything;Entertainment One;Comedy;352149;37422;140;2020
Ride Your Wave;GKIDS;Comedy;332432;36252;141;2020
Les Misérables;Amazon Studios;Drama;330181;36006;142;2020
Ordinary Love;Bleecker Street;Drama;323688;35298;143;2020
How the Grinch Stole Christmas;Universal;Adventure;304000;33151;144;2020
Save Yourselves!;Bleecker Street;Comedy;301162;32004;145;2020
The Informer;Aviron Pictures;Thriller/Suspense;300460;32765;146;2020
Midway;Lionsgate;Action;299520;32663;147;2020
The Traitor;Sony Pictures Cla...;Drama;296027;32282;148;2020
Judy;Roadside Attractions;Drama;292206;31865;149;2020
Clemency;Neon;Drama;288343;31444;150;2020
Created Equal: Clarence Tho...;Manifold Productions;Documentary;282149;29983;151;2020
Missão: Vingança;Saban Films;Black Comedy;278378;30357;152;2020
21 Bridges;STX Entertainment;Thriller/Suspense;274740;29960;153;2020
Halloween;Compass Internati...;Horror;274000;29880;154;2020
Mafia  Inc.;Films Seville;Drama;264552;28113;155;2020
Tokyo Godfathers;IDP Distribution;Adventure;237581;25908;156;2020
The Climb;Sony Pictures Cla...;Drama;234429;25564;157;2020
The Secrets We Keep;Bleecker Street;Thriller/Suspense;231119;24560;158;2020
Frozen;Walt Disney;Musical;215000;23446;159;2020
Legend of Deification;Well Go USA;Adventure;214670;22812;160;2020
Dr. Seuss' The Grinch;Universal;Adventure;214000;23336;161;2020
Wild Mountain Thyme;Bleecker Street;Drama;213441;23276;162;2020
Beanpole;Kino Lorber;Drama;196258;21402;163;2020
The Doors: Break on Thru �?...;Trafalgar Releasing;Documentary;186920;19863;164;2020
The Outpost;Screen Media Films;Action;186634;20352;165;2020
The Wolf of Snow Hollow;Orion Classics;Horror;185026;19662;166;2020
Come Away;Relativity;Drama;184477;20117;167;2020
63 Up;BritBox;Documentary;183940;19547;168;2020
The Good Liar;Warner Bros.;Thriller/Suspense;182779;19932;169;2020
And Then We Danced;Music Box Films;Drama;177262;18837;170;2020
No Escape;Vertical Entertai...;Horror;167962;17849;171;2020
Extra Ordinary;Cranked Up Films;Horror;164346;17465;172;2020
Cunningham;Magnolia Pictures;Documentary;163020;17777;173;2020
Ammonite;Neon;Drama;160930;17549;174;2020
A Call to Spy;IFC Films;Drama;159014;16898;175;2020
The Dark and The Wicked;RLJ Entertainment;Horror;152261;16604;176;2020
The Burnt Orange Heresy;Sony Pictures Cla...;Thriller/Suspense;144201;15725;177;2020
Always & Forever;RLJ Entertainment;Thriller/Suspense;144161;15720;178;2020
Wendy;Searchlight Pictures;Drama;143518;15251;179;2020
Incitement;Greenwich;Thriller/Suspense;140306;14910;180;2020
Burden;101 Studios;Drama;139270;15187;181;2020
Lupin III: The First;GKIDS;Adventure;139066;14778;182;2020
The Nest;IFC Films;Drama;137852;15032;183;2020
Beneath Us;NME;Horror;137260;14586;184;2020
Ashfall;CJ Entertainment;Action;136379;14492;185;2020
The Times of Bill Cunningham;Greenwich;Documentary;134288;14270;186;2020
Fantastic Fungi;Area 23a;Documentary;129130;13722;187;2020
Alita: Battle Angel;20th Century Fox;Action;128000;13958;188;2020
Saint Frances;Oscilloscope Pict...;Multiple Genres;127275;13879;189;2020
Corpus Christi;Film Movement;Drama;127240;13521;190;2020
The Man Standing Next;Capelight Pictures;Thriller/Suspense;113527;12064;191;2020
Murder in the Woods;Rezinate Entertai...;Horror;109299;11615;192;2020
The Muppet Christmas Carol;Walt Disney;Comedy;105400;11494;193;2020
Hope Gap;Roadside Attractions;Drama;104732;11421;194;2020
Honeyland;Neon;Documentary;102719;11201;195;2020
Citizen K;Greenwich;Documentary;101762;10814;196;2020
Archenemy;RLJ Entertainment;Action;101360;10771;197;2020
Made in Italy;IFC Films;Drama;101339;10769;198;2020
First Cow;A24;Drama;101068;10740;199;2020
The Silencing;Saban Films;Thriller/Suspense;100746;10986;200;2020
The Woman Who Loves Giraffes;Zeitgeist;Documentary;99508;10574;201;2020
Spider-Man: No Way Home;Sony Pictures;Action;572984769;55094689;1;2021
Shang-Chi and the Legend of...;Walt Disney;Action;224543292;24486728;2;2021
Venom: Let There be Carnage;Sony Pictures;Action;212609036;23185282;3;2021
Black Widow;Walt Disney;Action;183651655;20027443;4;2021
F9: The Fast Saga;Universal;Action;173005945;18866515;5;2021
Eternals;Walt Disney;Action;164694432;17960134;6;2021
No Time to Die;United Artists;Action;160772007;17532388;7;2021
A Quiet Place: Part II;Paramount Pictures;Horror;160215764;17471730;8;2021
Ghostbusters: Afterlife;Sony Pictures;Comedy;122378960;13345579;9;2021
Free Guy;20th Century Studios;Action;121626598;13263533;10;2021
Jungle Cruise;Walt Disney;Adventure;116987516;12757635;11;2021
Dune;Warner Bros.;Action;107215864;11393821;12;2021
Godzilla vs. Kong;Warner Bros.;Action;100916094;11005027;13;2021
Halloween Kills;Universal;Horror;92002155;10032950;14;2021
Encanto;Walt Disney;Adventure;91386126;9711596;15;2021
Sing 2;Universal;Adventure;90247305;9590574;16;2021
Cruella;Walt Disney;Comedy;86103234;9389666;17;2021
Space Jam: A New Legacy;Warner Bros.;Comedy;70592228;7698171;18;2021
The Conjuring: The Devil Ma...;Warner Bros.;Horror;65631050;7157148;19;2021
Candyman;Universal;Horror;61186570;6672472;20;2021
The Boss Baby: Family Business;Universal;Adventure;57300280;6248667;21;2021
The Addams Family 2;United Artists;Adventure;56489153;5431649;22;2021
The Suicide Squad;Warner Bros.;Action;55817425;6086960;23;2021
Raya and the Last Dragon;Walt Disney;Adventure;54723032;5967615;24;2021
Demon Slayer The Movie: Mug...;FUNimation;Adventure;49888502;4796971;25;2021
House of Gucci;United Artists;Drama;49023527;4713800;26;2021
Clifford the Big Red Dog;Paramount Pictures;Adventure;48947356;5337771;27;2021
Old;Universal;Thriller/Suspense;48276510;4641972;28;2021
Tom and Jerry;Warner Bros.;Adventure;46536687;5074884;29;2021
The Forever Purge;Universal;Horror;44539245;4857061;30;2021
Mortal Kombat;Warner Bros.;Action;42326031;4615707;31;2021
Peter Rabbit 2: The Runaway;Sony Pictures;Adventure;40501717;4416763;32;2021
PAW Patrol: The Movie;Paramount Pictures;Adventure;40127371;3858401;33;2021
The Hitman's Wife's Bodygua...;Lionsgate;Comedy;38014727;4145554;34;2021
Don't Breathe 2;Sony Pictures;Horror;32638038;3138273;35;2021
In the Heights;Warner Bros.;Musical;29975167;3268830;36;2021
West Side Story;20th Century Studios;Musical;29636436;3149461;37;2021
Snake Eyes: G.I. Joe Origins;Paramount Pictures;Action;28264325;2717724;38;2021
The Matrix Resurrections;Warner Bros.;Action;28134634;2705253;39;2021
Nobody;Universal;Thriller/Suspense;27568035;3006329;40;2021
Wrath of Man;United Artists;Action;27466489;2641008;41;2021
The Croods: A New Age;Universal;Adventure;26234535;2860909;42;2021
Escape Room: Tournament of ...;Sony Pictures;Horror;25314753;2760606;43;2021
Respect;United Artists;Drama;24278399;2647589;44;2021
Wonder Woman 1984;Warner Bros.;Action;23791725;2594517;45;2021
Spiral;Lionsgate;Horror;23216862;2531828;46;2021
Ron's Gone Wrong;20th Century Studios;Adventure;23009270;2509190;47;2021
Spirit Untamed;Universal;Adventure;17716215;1703482;48;2021
The Green Knight;A24;Adventure;17173321;1872772;49;2021
Resident Evil: Welcome to R...;Sony Pictures;Horror;16923891;1627297;50;2021
The King's Man;20th Century Studios;Action;16258724;1773034;51;2021
The French Dispatch;Searchlight Pictures;Comedy;15976770;1742287;52;2021
The Marksman;Open Road;Action;15566093;1697501;53;2021
The Unholy;Sony Pictures;Horror;15532137;1493475;54;2021
The Little Things;Warner Bros.;Thriller/Suspense;15342746;1673146;55;2021
Dear Evan Hansen;Universal;Musical;15002646;1636057;56;2021
King Richard;Warner Bros.;Drama;14730278;1565385;57;2021
Stillwater;Focus Features;Drama;14465535;1577485;58;2021
Malignant;Warner Bros.;Horror;13391791;1287672;59;2021
Christmas with the Chosen: ...;Fathom Events;Concert/Perfor...;13388000;1287307;60;2021
Chaos Walking;Lionsgate;Action;13287908;1449063;61;2021
American Underdog: The Kurt...;Lionsgate;Drama;12213600;1174385;62;2021
The Last Duel;20th Century Studios;Drama;10853945;1043648;63;2021
Antlers;Searchlight Pictures;Horror;10619670;1158088;64;2021
Cry Macho;Warner Bros.;Drama;10310734;991417;65;2021
Monster Hunter;Sony Pictures;Action;10144067;1106223;66;2021
Last Night in Soho;Focus Features;Thriller/Suspense;10127625;973810;67;2021
My Hero Academia: World Her...;FUNimation;Adventure;9767647;939196;68;2021
News of the World;Universal;Western;8951155;976135;69;2021
The Many Saints of Newark;Warner Bros.;Drama;8237403;898299;70;2021
Dazed and Confused;Universal;Comedy;7961889;868253;71;2021
Nightmare Alley;Searchlight Pictures;Thriller/Suspense;7580143;805541;72;2021
The Protégé;Lionsgate;Action;7446823;716041;73;2021
Those Who Wish Me Dead;Warner Bros.;Thriller/Suspense;7407200;807764;74;2021
The Night House;Searchlight Pictures;Horror;7100581;774327;75;2021
Spencer;Neon;Drama;7086632;681406;76;2021
Belfast;Focus Features;Drama;6885925;662108;77;2021
The Courier;Roadside Attractions;Thriller/Suspense;6613432;721203;78;2021
Licorice Pizza;United Artists;Drama;6382891;613739;79;2021
Judas and the Black Messiah;Warner Bros.;Drama;5478009;526732;80;2021
Roadrunner: A Film About An...;Focus Features;Documentary;5354970;514901;81;2021
Promising Young Woman;Focus Features;Black Comedy;5252785;572823;82;2021
CopShop;Open Road;Action;5213243;501273;83;2021
Zola;A24;Drama;4844399;528287;84;2021
Separation;Open Road;Horror;4509143;491727;85;2021
Boogie;Focus Features;Drama;4178620;401790;86;2021
A Journal for Jordan;Sony Pictures;Drama;3905919;425945;87;2021
Reminiscence;Warner Bros.;Thriller/Suspense;3900193;425321;88;2021
12 Mighty Orphans;Sony Pictures Cla...;Drama;3688723;402259;89;2021
Fatale;Lionsgate;Thriller/Suspense;3217203;350840;90;2021
Pig;Neon;Drama;3186667;306410;91;2021
The Girl Who Believes In Mi...;Atlas Distribution;Drama;3163362;304169;92;2021
Voyagers;Lionsgate;Thriller/Suspense;3149935;343504;93;2021
Minari;A24;Drama;2964816;285078;94;2021
Dream Horse;Bleecker Street;Drama;2913328;280127;95;2021
The House Next Door: Meet t...;HEFG Releasing;Comedy;2893660;278236;96;2021
Here Today;Sony Pictures;Comedy;2807494;269951;97;2021
Finding You;Roadside Attractions;Drama;2753985;264806;98;2021
Lamb;A24;Drama;2676410;257347;99;2021
The Card Counter;Focus Features;Thriller/Suspense;2652315;255030;100;2021
Land;Focus Features;Drama;2577830;281116;101;2021
The War with Grandpa;101 Studios;Comedy;2416285;263498;102;2021
The Eyes of Tammy Faye;Searchlight Pictures;Drama;2404127;262173;103;2021
Summer of Soul;Searchlight Pictures;Documentary;2320649;223139;104;2021
Scoob!;Warner Bros.;Adventure;2188425;238650;105;2021
Nomadland;Searchlight Pictures;Drama;2180000;237732;106;2021
After We Fell;Vertical Entertai...;Drama;2170750;208725;107;2021
The Father;Sony Pictures Cla...;Drama;2120992;231296;108;2021
C'mon C'mon;A24;Drama;1985585;190921;109;2021
Queen Bees;Gravitas Ventures;Comedy;1926706;185260;110;2021
Show Me the Father;Sony Pictures;Documentary;1803226;173387;111;2021
Profile;Focus Features;Thriller/Suspense;1744740;167763;112;2021
Titane;Neon;Horror;1442988;138748;113;2021
Together Together;Bleecker Street;Comedy;1436324;138108;114;2021
Joe Bell;Roadside Attractions;Drama;1405488;153270;115;2021
Wrong Turn;Saban Films;Horror;1251184;120306;116;2021
Scott Pilgrim vs. The World;Universal;Comedy;1229784;134109;117;2021
CS Lewis: The Most Reluctan...;Trafalgar Releasing;Drama;1205000;115865;118;2021
God's Not Dead: We the Peop...;Pinnacle Peak;Drama;1170387;112537;119;2021
In the Earth;Neon;Horror;1113722;107088;120;2021
Pinocchio;Roadside Attractions;Adventure;1049163;100881;121;2021
True To The Game 3;Faith Media Distr...;Thriller/Suspense;1038255;99832;122;2021
Long Weekend;Sony Pictures;Romantic Comedy;1018532;97936;123;2021
The Jesus Music;Lionsgate;Documentary;1016725;110875;124;2021
Come Play;Focus Features;Horror;970450;105829;125;2021
A Rescue of Little Eggs;Lionsgate;Comedy;927154;89149;126;2021
Witnesses;Purdie Distribution;Drama;855765;82285;127;2021
The Alpinist;Roadside Attractions;Documentary;844743;81225;128;2021
Four Good Days;Vertical Entertai...;Drama;837849;80562;129;2021
The Mauritanian;STX Entertainment;Drama;836536;80436;130;2021
Blue Bayou;Focus Features;Drama;788675;75834;131;2021
The Rescue;Greenwich;Documentary;787460;75717;132;2021
Lamb of God: The Concert Film;Purdie Distribution;Concert/Perfor...;744812;71616;133;2021
French Exit;Sony Pictures Cla...;Comedy;741895;80904;134;2021
Red Rocket;A24;Drama;709460;68217;135;2021
Nine Days;Sony Pictures Cla...;Drama;694849;66812;136;2021
Our Friend;Gravitas Ventures;Drama;657511;71702;137;2021
The Sparks Brothers;Focus Features;Documentary;648665;62372;138;2021
Met Opera: Fire Shut Up in ...;Fathom Events;Concert/Perfor...;610000;58653;139;2021
Werewolves Within;IFC Films;Horror;575783;55363;140;2021
City of Lies;Saban Films;Drama;572493;62431;141;2021
Anita;CMC Pictures;Drama;535596;51499;142;2021
The Truffle Hunters;Sony Pictures Cla...;Documentary;521202;50115;143;2021
Ghostbusters;Sony Pictures;Comedy;504855;55055;144;2021
Courageous;Sony Pictures;Drama;495002;53980;145;2021
For the Love of Money;Freestyle Releasing;Drama;480774;46228;146;2021
National Champions;STX Entertainment;Drama;475488;45720;147;2021
Jathi Ratnalu;Self Distributed;Comedy;460000;44230;148;2021
Tenet;Warner Bros.;Action;459940;50157;149;2021
Top Gun;Paramount Pictures;Action;457577;49899;150;2021
The Lost Leonardo;Sony Pictures Cla...;Documentary;445740;42859;151;2021
2021 Oscar Shorts;ShortsHD;Multiple Genres;443050;42600;152;2021
Flag Day;United Artists;Drama;424667;46310;153;2021
Willy's Wonderland;Screen Media Films;Horror;418286;40219;154;2021
Crisis;Quiver;Thriller/Suspense;409363;44641;155;2021
Julia;Sony Pictures Cla...;Documentary;389890;37489;156;2021
Raging Fire;Well Go USA;Action;385305;37048;157;2021
Ghost in the Shell;Palm Pictures;Action;373169;40694;158;2021
The Dry;IFC Films;Thriller/Suspense;364397;39737;159;2021
The Water Man;RLJ Entertainment;Drama;354087;38613;160;2021
World War Z;Paramount Pictures;Action;347000;37840;161;2021
Escape From Mogadishu;Well Go USA;Action;342598;32942;162;2021
Benedetta;IFC Films;Drama;336050;32312;163;2021
The Emperor's New Groove;Walt Disney;Adventure;334000;36423;164;2021
The Battle at Lake Changjin;CMC Pictures;Action;333214;32039;165;2021
Freaky;Universal;Horror;328795;35856;166;2021
Drive My Car;Janus Films;Drama;328721;31607;167;2021
Dutch;Faith Media Distr...;Thriller/Suspense;323167;31073;168;2021
Final Account;Focus Features;Documentary;308976;29709;169;2021
New Order;Neon;Thriller/Suspense;304167;29246;170;2021
India Sweets and Spices;Bleecker Street;Comedy;288714;27760;171;2021
Blithe Spirit;IFC Films;Comedy;282499;27163;172;2021
American Skin;Vertical Entertai...;Drama;282332;27147;173;2021
I'm Your Man;Bleecker Street;Comedy;275158;26457;174;2021
A Mouthful of Air;Sony Pictures;Drama;269435;25907;175;2021
Rita Moreno: Just a Girl Wh...;Roadside Attractions;Documentary;264626;25444;176;2021
Weathering With You;GKIDS;Drama;257933;24801;177;2021
Once I Was Engaged;Purdie Distribution;Comedy;254775;24497;178;2021
Murder in the Woods;Rezinate Entertai...;Horror;241906;23260;179;2021
Supernova;Bleecker Street;Drama;234220;22521;180;2021
Becoming Cousteau;Picturehouse;Documentary;232285;22335;181;2021
Half Brothers;Focus Features;Comedy;225830;21714;182;2021
Limbo;Focus Features;Drama;224405;21577;183;2021
Doctor;Hamsini;Action;220000;21153;184;2021
Promare;GKIDS;Adventure;215318;23480;185;2021
Together;Bleecker Street;Comedy;214390;20614;186;2021
La piscine;Rialto Pictures;Drama;211467;20333;187;2021
Ailey;Neon;Documentary;204512;19664;188;2021
Groundhog Day;Sony Pictures;Romantic Comedy;200989;21918;189;2021
The Resort;Vertical Entertai...;Horror;191996;18461;190;2021
Earwig and the Witch;GKIDS;Adventure;173704;16702;191;2021
Beans;Mongrel Media;Drama;171208;16462;192;2021
I Carry You With Me;Sony Pictures Cla...;Drama;166403;16000;193;2021
Shiva Baby;Utopia;Comedy;159294;15316;194;2021
Heaven;LAMA Distribution;Drama;148091;14239;195;2021
Wolf;Focus Features;Drama;147595;14192;196;2021
SAS: Red Notice;Vertical Entertai...;Action;146329;14070;197;2021
Bergman Island;IFC Films;Drama;145191;15833;198;2021
Mass;Bleecker Street;Drama;145175;13959;199;2021
The Reckoning;RLJ Entertainment;Horror;143532;13801;200;2021
Held;Magnolia Pictures;Horror;142817;13732;201;2021
Top Gun: Maverick;Paramount Pictures;Action;718732821;68778260;1;2022
Black Panther: Wakanda Forever;Walt Disney;Action;438291367;41941757;2;2022
Avatar: The Way of Water;20th Century Studios;Action;425527069;40720293;3;2022
Doctor Strange in the Multi...;Walt Disney;Action;411331607;44856227;4;2022
Jurassic World: Dominion;Universal;Action;376851080;41096083;5;2022
Minions: The Rise of Gru;Universal;Comedy;369695210;40315726;6;2022
The Batman;Warner Bros.;Action;369345583;40277599;7;2022
Thor: Love and Thunder;Walt Disney;Action;343256830;37432587;8;2022
Spider-Man: No Way Home;Sony Pictures;Action;241130301;23074670;9;2022
Sonic the Hedgehog 2;Paramount Pictures;Adventure;190872904;18265350;10;2022
Black Adam;Warner Bros.;Action;168054237;18326525;11;2022
Elvis;Warner Bros.;Drama;151040048;16471107;12;2022
